,y_
892,-2.29778716794399
893,-2.308550554760221
894,-2.234877310330224
895,-2.2487154108234613
896,-2.244330236701458
897,-2.216120527709058
898,-2.2462634804978943
899,-2.278227086992743
900,-2.2937060441426973
901,-2.167089183131786
902,-2.243150199587958
903,-2.260363575415731
904,-2.2760034789128873
905,-2.292096153482487
906,-2.248024307445263
907,-2.2808700878007295
908,-2.2772568375090687
909,-2.2641872965325307
910,-2.2456784929270612
911,-2.2479663001420818
912,-2.2448168051591524
913,-2.2730545630922987
914,-2.331568277829536
915,-2.2371360989992692
916,-2.2070010159821782
917,-2.207320547554789
918,-2.2173632664829275
919,-2.252395126344421
920,-2.279579568513524
921,-2.2562312511459663
922,-2.249561196073987
923,-2.2666345387257403
924,-2.2324265744964795
925,-2.2259442801961096
926,-2.245085813934205
927,-2.2129887301488393
928,-2.216264173694768
929,-2.2687695048809373
930,-2.2803533831406178
931,-2.29503981664888
932,-2.2776233506237773
933,-2.2895289855166174
934,-2.2470535223399715
935,-2.2943168402466547
936,-2.329764681788764
937,-2.2917925648803266
938,-2.2850660123718263
939,-2.2994724933773605
940,-2.3103083408348555
941,-2.244806343576566
942,-2.3127675813402355
943,-2.2924981772696524
944,-2.293577611051348
945,-2.2436208614680635
946,-2.251549603328159
947,-2.2477872032250166
948,-2.2460769549087467
949,-2.240752670667866
950,-2.2451429443688826
951,-2.2341225561971902
952,-2.233706849138152
953,-2.2427899340057236
954,-2.253779989512893
955,-2.245708489714399
956,-2.240846072662263
957,-2.23839179645066
958,-2.3577103442839253
959,-2.3211194985568655
960,-2.229429306099095
961,-2.270942154343343
962,-2.2241240689394797
963,-2.269362893443244
964,-2.1556823110806813
965,-2.2395468002589456
966,-2.235817840937403
967,-2.2110697008687
968,-2.249879284104235
969,-2.231984736730918
970,-2.2449859196573065
971,-2.2288272429986002
972,-2.3081596177583674
973,-2.3040737170229844
974,-2.3281152992119636
975,-2.246995302874579
976,-2.2645760379421036
977,-2.3298808838979506
978,-2.315150941043307
979,-2.311313858961311
980,-2.30968022346429
981,-2.3067940726520164
982,-2.32072723580531
983,-2.3286762169516715
984,-2.3349834224501183
985,-2.2952825835431474
986,-2.3041570708276513
987,-2.292121959487223
988,-2.3220689732252007
989,-2.308396626663776
990,-2.308328827689785
991,-2.3417163931392873
992,-2.279646235972053
993,-2.3032396335153362
994,-2.3127221775079554
995,-2.346928609013461
996,-2.3124549189797503
997,-2.3413925499712347
998,-2.308686066323356
999,-2.346718506902863
1000,-2.303194903232693
1001,-2.3147231197196394
1002,-2.34236351740085
1003,-2.3094429786097566
1004,-2.3406763465263127
1005,-2.292201679203004
1006,-2.327897190445567
1007,-2.3331885764783515
1008,-2.3471662760122616
1009,-2.322084105181053
1010,-2.3268685913486
1011,-2.294954194047567
1012,-2.3134637110792045
1013,-2.3067563990682265
1014,-2.315605340416065
1015,-2.323351416307672
1016,-2.3358022736798016
1017,-2.303238046473288
1018,-2.2782949545363564
1019,-2.316183260835152
1020,-2.3000406190683704
1021,-2.308875095550258
1022,-2.301583139756535
1023,-2.3541839980383066
1024,-2.30094638150321
1025,-2.3060958056435688
1026,-2.3073972089780024
1027,-2.3178128210142073
1028,-2.322209646880488
1029,-2.248255115974511
1030,-2.276810687224441
1031,-2.3378543912169687
1032,-2.291529475211931
1033,-2.2915746615443355
1034,-2.313186576029417
1035,-2.301771552795945
1036,-2.3094989753639186
1037,-2.334154010226137
1038,-2.309183718703499
1039,-2.2876651331756
1040,-2.305105554634528
1041,-2.349762050434621
1042,-2.322457163566092
1043,-2.309086049082234
1044,-2.318198002149737
1045,-2.3270658817222487
1046,-2.31899910700563
1047,-2.334093784141576
1048,-2.3351504556139444
1049,-2.2954161336076817
1050,-2.292641009337339
1051,-2.2914747215404914
1052,-2.258621097876887
1053,-2.2504047411242816
1054,-2.2457636216162102
1055,-2.240536596669585
1056,-2.248139994985215
1057,-2.2649600947876505
1058,-2.266740439612583
1059,-2.296170599511481
1060,-2.3017845238627905
1061,-2.3109775895140423
1062,-2.331010759154105
1063,-2.2723486652980736
1064,-2.2947488842016863
1065,-2.287429750909427
1066,-2.288179518047241
1067,-2.285795922943105
1068,-2.2078770470530436
1069,-2.232550640290834
1070,-2.2205991491782897
1071,-2.258121993098941
1072,-2.2622349330229206
1073,-2.2543719157076776
1074,-2.263008285578837
1075,-2.2375882701373406
1076,-2.300945972337452
1077,-2.2853148675812425
1078,-2.252936240553666
1079,-2.2380754795898055
1080,-2.2646460283935412
1081,-2.2383411385533
1082,-2.2450173212000246
1083,-2.3183684599286933
1084,-2.263335759086364
1085,-2.3295373268672805
1086,-2.2078752045346093
1087,-2.1898360375833947
1088,-2.226243706518239
1089,-2.2374029302410054
1090,-2.2719226239614305
1091,-2.2642501701559636
1092,-2.316875536939209
1093,-2.2594719205223694
1094,-2.235752788523504
1095,-2.26841724880701
1096,-2.270044583425264
1097,-2.2792598852545827
1098,-2.2585989985653514
1099,-2.252542544486648
1100,-2.287138299160434
1101,-2.2830128553286246
1102,-2.274975430389435
1103,-2.279910003850106
1104,-2.2400610646066634
1105,-2.260761219315964
1106,-2.2734501594403
1107,-2.2561096242388374
1108,-2.299771578959235
1109,-2.2972935101707312
1110,-2.2575343435809683
1111,-2.2381058157887255
1112,-2.2509152315097363
1113,-2.265002822497286
1114,-2.2735149753934754
1115,-2.296343111953681
1116,-2.232734052925973
1117,-2.2689122273947575
1118,-2.2802506980095294
1119,-2.266957846833053
1120,-2.2837279523465
1121,-2.2595997908166487
1122,-2.2546325776894527
1123,-2.2716582975612822
1124,-2.2792358622388393
1125,-2.22646618841494
1126,-2.2660613441048323
1127,-2.263938820623707
1128,-2.2548800638335345
1129,-2.2497470072634904
1130,-2.2811970926574627
1131,-2.207953641157902
1132,-2.3235315515367283
1133,-2.2954736811312895
1134,-2.2918405065701304
1135,-2.2607503117676284
1136,-2.2876208860748255
1137,-2.2657607650211964
1138,-2.2823565067296534
1139,-2.29125450272691
1140,-2.2594431198253107
1141,-2.299196505402806
1142,-2.2704813579070997
1143,-2.2548448131634764
1144,-2.2690054412984892
1145,-2.2810629478287847
1146,-2.2752667357032745
1147,-2.296354547643915
1148,-2.285412137999271
1149,-2.2779592455038062
1150,-2.245071688392978
1151,-2.246781456295018
1152,-2.2428704014107836
1153,-2.2377528597488334
1154,-2.2454385628499183
1155,-2.340615415822231
1156,-2.272469210389257
1157,-2.239129289058467
1158,-2.1789615379264573
1159,-2.266284033410673
1160,-2.2900575483581647
1161,-2.2622333356102997
1162,-2.2709038552245384
1163,-2.2821510443788706
1164,-2.3015687421545477
1165,-2.305339507113821
1166,-2.3085654865388103
1167,-2.2825052913933
1168,-2.288023167203847
1169,-2.2792256906996777
1170,-2.2903612501127064
1171,-2.2818083696185543
1172,-2.275206650281995
1173,-2.272717787892817
1174,-2.268978955855122
1175,-2.286147595097818
1176,-2.2941076299171117
1177,-2.2780724575678875
1178,-2.2932223403517806
1179,-2.2382712988306994
1180,-2.3343167494467645
1181,-2.297628879679077
1182,-2.246418777506416
1183,-2.2716208022872166
1184,-2.2923353364963783
1185,-2.2590467388029283
1186,-2.2722555220035043
1187,-2.283612722633306
1188,-2.2622717651331534
1189,-2.3070981939374824
1190,-2.2689580095700936
